DATE,HOUR,INVAGE,STREET2,STREET1,ALCOHOL,INJURY,.fitted
2006-02-02,14,52,NASSAU ST,SPADINA AVE,0,Major,2.2204460492503126e-16
2006-02-02,14,42,NASSAU ST,SPADINA AVE,0,None,2.2204460492503126e-16
2006-02-03,7,72,L AMOREAUX DR,BIRCHMOUNT RD,0,None,2.2204460492503126e-16
2006-02-03,7,17,L AMOREAUX DR,BIRCHMOUNT RD,0,Major,2.2204460492503126e-16
2006-07-18,10,52,LORD SEATON RD,YONGE ST,0,Major,2.2204460492503126e-16
2006-07-18,10,47,LORD SEATON RD,YONGE ST,0,None,2.2204460492503126e-16
2006-07-19,22,22,LANSDOWNE AVE,BLOOR ST W,0,None,2.2204460492503126e-16
2006-07-19,22,47,LANSDOWNE AVE,BLOOR ST W,0,Fatal,2.2204460492503126e-16
2006-07-20,16,42,LLOYD MANOR RD,EGLINTON AVE W,0,Major,2.2204460492503126e-16
2006-07-20,17,32,BROOKSIDE AVE,ST MARKS RD,0,Major,2.2204460492503126e-16
2006-07-20,17,32,BROOKSIDE AVE,ST MARKS RD,0,None,2.2204460492503126e-16
2006-07-22,6,52,PARLIAMENT ST,RICHMOND ST E,0,Major,2.2204460492503126e-16
2006-07-22,6,42,PARLIAMENT ST,RICHMOND ST E,0,None,2.2204460492503126e-16
2006-07-23,5,47,401 X W 427 X RAMP,HIGHWAY 27 S  S,1,Major,0.9999999999999998
2006-07-23,13,37,BISCAYNE BLVD,VICTORIA PARK AVE,0,None,2.2204460492503126e-16
2006-07-23,13,72,BISCAYNE BLVD,VICTORIA PARK AVE,0,Fatal,2.2204460492503126e-16
2006-07-24,13,32,JAMESON LAKESHORE RAMP,LAKE SHORE BLVD W,0,Major,2.2204460492503126e-16
2006-07-24,14,37,ALNESS ST,STEELES AVE W,0,None,2.2204460492503126e-16
2006-07-24,14,17,ALNESS ST,STEELES AVE W,0,None,2.2204460492503126e-16
2006-07-24,14,22,ALNESS ST,STEELES AVE W,0,Minor,2.2204460492503126e-16
2006-07-24,14,62,ALNESS ST,STEELES AVE W,0,Major,2.2204460492503126e-16
2006-07-24,23,32,DON VALLEY PARKWAY S  S,DON MILLS RD,1,None,0.9999999999999998
2006-07-24,23,27,DON VALLEY PARKWAY S  S,DON MILLS RD,1,Major,0.9999999999999998
2006-07-24,23,27,DON VALLEY PARKWAY S  S,DON MILLS RD,1,Minor,0.9999999999999998
2006-07-26,21,22,ARMEL CRT,ALBION RD,0,Major,2.2204460492503126e-16
2006-07-26,21,62,ARMEL CRT,ALBION RD,0,Minor,2.2204460492503126e-16
2006-07-26,21,67,ARMEL CRT,ALBION RD,0,Minor,2.2204460492503126e-16
2006-07-28,16,7,DIXON RD,ISLINGTON AVE,0,None,2.2204460492503126e-16
2006-07-28,16,37,DIXON RD,ISLINGTON AVE,0,None,2.2204460492503126e-16
2006-07-28,16,22,DIXON RD,ISLINGTON AVE,0,Fatal,2.2204460492503126e-16
2006-07-30,7,22,JANE ST,LAWRENCE AVE W,0,None,2.2204460492503126e-16
2006-07-30,7,82,JANE ST,LAWRENCE AVE W,0,Major,2.2204460492503126e-16
2006-07-30,14,47,MCNICOLL AVE,DON MILLS RD,0,Major,2.2204460492503126e-16
2006-07-30,14,47,MCNICOLL AVE,DON MILLS RD,0,Minimal,2.2204460492503126e-16
2006-07-30,14,37,MCNICOLL AVE,DON MILLS RD,0,None,2.2204460492503126e-16
2006-07-31,6,32,BRAHMS AVE,FINCH AVE E,0,None,2.2204460492503126e-16
2006-07-31,6,17,BRAHMS AVE,FINCH AVE E,0,Major,2.2204460492503126e-16
2006-07-31,6,32,BRAHMS AVE,FINCH AVE E,0,None,2.2204460492503126e-16
2006-07-31,14,42,KENNEDY AVE,BLOOR ST W,0,None,2.2204460492503126e-16
2006-07-31,14,12,KENNEDY AVE,BLOOR ST W,0,Major,2.2204460492503126e-16
2006-07-31,16,32,KING ST W,BAY ST,0,Major,2.2204460492503126e-16
2006-08-01,18,72,KIPLING AVE,HENLEY CRES,0,None,2.2204460492503126e-16
2006-08-01,18,62,KIPLING AVE,HENLEY CRES,0,Major,2.2204460492503126e-16
2006-08-01,23,52,WICKSON TRL,NEILSON RD,0,Minor,2.2204460492503126e-16
2006-08-01,23,32,WICKSON TRL,NEILSON RD,0,Fatal,2.2204460492503126e-16
2006-08-03,1,47,LAKESHORE W GARDINER RAMP E,F G GARDINER XY E  E,1,None,0.9999999999999998
2006-08-03,1,17,LAKESHORE W GARDINER RAMP E,F G GARDINER XY E  E,1,Minor,0.9999999999999998
2006-08-03,1,22,LAKESHORE W GARDINER RAMP E,F G GARDINER XY E  E,1,Minor,0.9999999999999998
2006-08-03,1,22,LAKESHORE W GARDINER RAMP E,F G GARDINER XY E  E,1,Major,0.9999999999999998
2006-08-03,1,22,LAKESHORE W GARDINER RAMP E,F G GARDINER XY E  E,1,Minor,0.9999999999999998
2006-08-03,1,52,FOXWELL ST,JANE ST,0,Fatal,2.2204460492503126e-16
2006-08-03,1,42,FOXWELL ST,JANE ST,0,None,2.2204460492503126e-16
2006-08-03,3,27,LAWRENCE AVE E,MIDLAND AVE,0,None,2.2204460492503126e-16
2006-08-03,3,27,LAWRENCE AVE E,MIDLAND AVE,0,None,2.2204460492503126e-16
2006-08-03,3,37,LAWRENCE AVE E,MIDLAND AVE,0,None,2.2204460492503126e-16
2006-08-03,3,47,LAWRENCE AVE E,MIDLAND AVE,0,Minimal,2.2204460492503126e-16
2006-08-03,3,52,LAWRENCE AVE E,MIDLAND AVE,0,Major,2.2204460492503126e-16
2010-07-18,1,17,DAPHNE RD,GREENCEDAR CRCT,0,Fatal,2.2204460492503126e-16
2006-08-03,3,37,LAWRENCE AVE E,MIDLAND AVE,0,Major,2.2204460492503126e-16
2006-08-03,18,57,DORIS AVE,SHEPPARD AVE E,0,None,2.2204460492503126e-16
2006-08-03,18,62,DORIS AVE,SHEPPARD AVE E,0,None,2.2204460492503126e-16
2006-08-03,18,42,DORIS AVE,SHEPPARD AVE E,0,None,2.2204460492503126e-16
2006-08-03,18,47,DORIS AVE,SHEPPARD AVE E,0,Major,2.2204460492503126e-16
2006-08-05,6,22,DUNNING CRES,WESTHEAD RD,0,None,2.2204460492503126e-16
2006-08-05,6,17,DUNNING CRES,WESTHEAD RD,0,Minor,2.2204460492503126e-16
2006-08-05,6,17,DUNNING CRES,WESTHEAD RD,0,Minor,2.2204460492503126e-16
2006-08-05,6,17,DUNNING CRES,WESTHEAD RD,0,Major,2.2204460492503126e-16
2006-08-05,6,17,DUNNING CRES,WESTHEAD RD,0,Major,2.2204460492503126e-16
2006-08-06,2,22,SOUTH DR,MOUNT PLEASANT RD,0,None,2.2204460492503126e-16
2006-08-06,2,27,SOUTH DR,MOUNT PLEASANT RD,0,Major,2.2204460492503126e-16
2006-02-26,1,17,DUNDAS ST W,LANSDOWNE AVE,0,Major,2.2204460492503126e-16
2006-08-06,21,47,LUTTRELL AVE,DANFORTH AVE,0,Major,2.2204460492503126e-16
2006-08-07,21,72,KISKADEE DR,FINCH AVE W,0,Major,2.2204460492503126e-16
2006-02-03,9,52,BIRCHMOUNT RD,ELLESMERE RD,0,None,2.2204460492503126e-16
2006-02-03,9,67,BIRCHMOUNT RD,ELLESMERE RD,0,Major,2.2204460492503126e-16
2006-02-07,13,52,BRADLEY AVE,JANE ST,0,None,2.2204460492503126e-16
2006-02-07,13,82,BRADLEY AVE,JANE ST,0,Major,2.2204460492503126e-16
2006-02-08,7,32,RUNNYMEDE RD,WOODSIDE AVE,0,None,2.2204460492503126e-16
2006-02-08,7,52,RUNNYMEDE RD,WOODSIDE AVE,0,Major,2.2204460492503126e-16
2006-02-08,15,52,DIXON RD,CARLINGVIEW DR,0,None,2.2204460492503126e-16
2006-02-08,15,82,DIXON RD,CARLINGVIEW DR,0,Major,2.2204460492503126e-16
2006-02-11,18,67,CASSANDRA BLVD,UNDERHILL DR,0,None,2.2204460492503126e-16
2006-02-11,18,22,CASSANDRA BLVD,UNDERHILL DR,0,Major,2.2204460492503126e-16
2006-02-12,8,52,CANNING AVE,PAPE AVE,0,Major,2.2204460492503126e-16
2006-02-12,8,47,CANNING AVE,PAPE AVE,0,Minimal,2.2204460492503126e-16
2006-02-13,9,57,TIAGO AVE,GLENBURN AVE,0,Major,2.2204460492503126e-16
2006-02-13,9,72,TIAGO AVE,GLENBURN AVE,0,None,2.2204460492503126e-16
2006-02-14,5,42,BLACK CREEK DR,EGLINTON AVE W,0,None,2.2204460492503126e-16
2006-02-14,5,42,BLACK CREEK DR,EGLINTON AVE W,0,Minor,2.2204460492503126e-16
2006-02-14,5,57,BLACK CREEK DR,EGLINTON AVE W,0,Major,2.2204460492503126e-16
2006-02-14,5,37,BLACK CREEK DR,EGLINTON AVE W,0,Minor,2.2204460492503126e-16
2006-02-14,5,27,BLACK CREEK DR,EGLINTON AVE W,0,Major,2.2204460492503126e-16
2006-02-15,9,72,WOODYCREST AVE,WESTWOOD AVE,0,Fatal,2.2204460492503126e-16
2006-02-16,21,52,NORTHUMBERLAND ST,DOVERCOURT RD,0,None,2.2204460492503126e-16
2006-02-16,21,42,NORTHUMBERLAND ST,DOVERCOURT RD,0,Major,2.2204460492503126e-16
2006-02-19,15,47,SUTHERLAND DR,EGLINTON AVE E,0,None,2.2204460492503126e-16
2006-02-19,15,22,SUTHERLAND DR,EGLINTON AVE E,0,Major,2.2204460492503126e-16
2006-02-20,18,42,MCLEVIN AVE,NEILSON RD,0,None,2.2204460492503126e-16
2006-02-20,18,82,MCLEVIN AVE,NEILSON RD,0,Fatal,2.2204460492503126e-16
2006-02-21,18,57,ALLINGHAM GDNS,BATHURST ST,0,None,2.2204460492503126e-16
2006-02-21,18,77,ALLINGHAM GDNS,BATHURST ST,0,Major,2.2204460492503126e-16
2006-02-23,7,22,427 C S DUNDAS RAMP S,DUNDAS ST W,0,None,2.2204460492503126e-16
2006-02-23,7,27,427 C S DUNDAS RAMP S,DUNDAS ST W,0,Major,2.2204460492503126e-16
2006-02-23,13,77,BATHURST ST,ARDMORE RD,0,Major,2.2204460492503126e-16
2006-02-23,13,42,BATHURST ST,ARDMORE RD,0,None,2.2204460492503126e-16
2006-02-24,8,37,RENFORTH DR,EGLINTON AVE W,0,None,2.2204460492503126e-16
2006-02-24,8,42,RENFORTH DR,EGLINTON AVE W,0,Major,2.2204460492503126e-16
2006-02-25,15,52,ELGIN AVE,AVENUE RD,0,None,2.2204460492503126e-16
2006-02-25,15,57,ELGIN AVE,AVENUE RD,0,Major,2.2204460492503126e-16
2006-02-26,1,22,DUNDAS ST W,LANSDOWNE AVE,0,Minimal,2.2204460492503126e-16
2006-02-26,4,17,EASTERN DIVERSION AVE,ADELAIDE ST E,0,Major,2.2204460492503126e-16
2006-02-26,4,17,EASTERN DIVERSION AVE,ADELAIDE ST E,0,Major,2.2204460492503126e-16
2006-02-26,4,17,EASTERN DIVERSION AVE,ADELAIDE ST E,0,Major,2.2204460492503126e-16
2006-02-26,4,17,EASTERN DIVERSION AVE,ADELAIDE ST E,0,Major,2.2204460492503126e-16
2006-02-26,4,17,EASTERN DIVERSION AVE,ADELAIDE ST E,0,Major,2.2204460492503126e-16
2006-02-27,5,27,RACINE RD,MARTIN GROVE RD,0,None,2.2204460492503126e-16
2006-02-27,5,32,RACINE RD,MARTIN GROVE RD,0,Fatal,2.2204460492503126e-16
2006-02-27,17,32,BOULTON AVE,QUEEN ST E,0,None,2.2204460492503126e-16
2006-02-27,17,62,BOULTON AVE,QUEEN ST E,0,Major,2.2204460492503126e-16
2006-02-27,19,37,KINGSTON RD,MORNINGSIDE AVE,0,None,2.2204460492503126e-16
2006-02-27,19,27,KINGSTON RD,MORNINGSIDE AVE,0,Major,2.2204460492503126e-16
2006-02-28,17,57,EGLINTON AVE W,RENFORTH DR,0,Major,2.2204460492503126e-16
2006-03-01,11,37,LOGAN AVE,COSBURN AVE,0,None,2.2204460492503126e-16
2006-03-01,11,82,LOGAN AVE,COSBURN AVE,0,Major,2.2204460492503126e-16
2006-03-06,18,32,RIPLEY AVE,SOUTH KINGSWAY,0,None,2.2204460492503126e-16
2006-03-06,18,47,RIPLEY AVE,SOUTH KINGSWAY,0,Major,2.2204460492503126e-16
2006-05-06,18,42,WILSON AVE,YONGE ST,0,Minor,2.2204460492503126e-16
2006-05-06,18,27,WILSON AVE,YONGE ST,0,Minor,2.2204460492503126e-16
2006-05-06,18,92,WILSON AVE,YONGE ST,0,Major,2.2204460492503126e-16
2006-05-06,23,52,BROWNSPRING RD,SHEPPARD AVE E,0,None,2.2204460492503126e-16
2006-05-06,23,57,BROWNSPRING RD,SHEPPARD AVE E,0,Major,2.2204460492503126e-16
2006-05-07,14,57,THE KINGSWAY,EDENBRIDGE DR,0,Minor,2.2204460492503126e-16
2006-05-07,14,67,THE KINGSWAY,EDENBRIDGE DR,0,Major,2.2204460492503126e-16
2006-05-08,19,32,BLOOR ST W,MANNING AVE,0,Major,2.2204460492503126e-16
2006-05-08,19,57,FORMAN AVE,EGLINTON AVE E,0,Major,2.2204460492503126e-16
2006-05-08,19,57,FORMAN AVE,EGLINTON AVE E,0,None,2.2204460492503126e-16
2006-05-09,7,67,MORGAN AVE,THE QUEENSWAY,0,Major,2.2204460492503126e-16
2006-05-09,7,32,MORGAN AVE,THE QUEENSWAY,0,Minor,2.2204460492503126e-16
2006-05-09,7,37,MORGAN AVE,THE QUEENSWAY,0,None,2.2204460492503126e-16
2006-05-09,16,27,SOUTH KINGSWAY,BLOOR ST W,0,Major,2.2204460492503126e-16
2006-05-09,16,17,SOUTH KINGSWAY,BLOOR ST W,0,None,2.2204460492503126e-16
2006-05-11,6,47,PLUG HAT RD,MEADOWVALE RD,0,Major,2.2204460492503126e-16
2006-05-11,6,52,PLUG HAT RD,MEADOWVALE RD,0,Major,2.2204460492503126e-16
2006-05-11,7,27,DELISLE AVE,YONGE ST,0,Major,2.2204460492503126e-16
2006-05-11,7,27,DELISLE AVE,YONGE ST,0,None,2.2204460492503126e-16
2006-05-11,15,82,LOUISE AVE,VAUGHAN RD,0,Major,2.2204460492503126e-16
2006-05-11,15,82,LOUISE AVE,VAUGHAN RD,0,None,2.2204460492503126e-16
2006-05-11,17,17,ELROSE AVE,WILSON AVE,0,None,2.2204460492503126e-16
2006-05-11,17,57,ELROSE AVE,WILSON AVE,0,Major,2.2204460492503126e-16
2006-05-13,12,47,CUMBERLAND ST,BAY ST,0,None,2.2204460492503126e-16
2006-05-13,12,57,CUMBERLAND ST,BAY ST,0,Major,2.2204460492503126e-16
2006-05-13,20,37,MURRAY ST,ELM ST,0,Major,2.2204460492503126e-16
2006-05-14,5,22,SENTINEL RD,FINCH AVE W,0,None,2.2204460492503126e-16
2006-05-14,5,32,SENTINEL RD,FINCH AVE W,0,None,2.2204460492503126e-16
2006-05-14,5,27,SENTINEL RD,FINCH AVE W,0,Major,2.2204460492503126e-16
2006-05-17,11,52,VIRGILWOOD DR,FINCH AVE W,0,None,2.2204460492503126e-16
2006-05-17,11,17,VIRGILWOOD DR,FINCH AVE W,0,Major,2.2204460492503126e-16
2006-05-17,18,32,SENTINEL RD,STILECROFT DR,0,None,2.2204460492503126e-16
2006-05-17,18,2,SENTINEL RD,STILECROFT DR,0,Fatal,2.2204460492503126e-16
2006-05-19,11,67,TALBOT ST,LAUGHTON AVE,0,Major,2.2204460492503126e-16
2006-05-19,11,42,TALBOT ST,LAUGHTON AVE,0,Major,2.2204460492503126e-16
2006-05-19,11,27,TALBOT ST,LAUGHTON AVE,0,Major,2.2204460492503126e-16
2006-05-20,1,17,GERRARD ST E,WOODBINE AVE,0,None,2.2204460492503126e-16
2006-05-20,1,27,GERRARD ST E,WOODBINE AVE,0,None,2.2204460492503126e-16
2006-05-20,1,22,GERRARD ST E,WOODBINE AVE,0,None,2.2204460492503126e-16
2006-05-20,1,22,GERRARD ST E,WOODBINE AVE,0,Major,2.2204460492503126e-16
2006-05-21,10,52,BERGAMOT AVE,REXDALE BLVD,0,None,2.2204460492503126e-16
2006-05-21,10,17,BERGAMOT AVE,REXDALE BLVD,0,Major,2.2204460492503126e-16
2006-05-21,10,47,BERGAMOT AVE,REXDALE BLVD,0,None,2.2204460492503126e-16
2006-05-23,18,42,GLENCAIRN AVE,BATHURST ST,0,None,2.2204460492503126e-16
2006-05-23,18,42,GLENCAIRN AVE,BATHURST ST,0,Fatal,2.2204460492503126e-16
2006-05-24,6,47,CONVAIR DR,RENFORTH DR,0,Minor,2.2204460492503126e-16
2006-05-24,6,22,CONVAIR DR,RENFORTH DR,0,Major,2.2204460492503126e-16
2006-05-25,22,47,ROSEHILL AVE,YONGE ST,0,Major,2.2204460492503126e-16
2006-05-25,22,42,ROSEHILL AVE,YONGE ST,0,None,2.2204460492503126e-16
2006-05-26,22,42,DAVENPORT RD,BATHURST ST,0,Major,2.2204460492503126e-16
2006-05-27,23,12,ARTECH CRT,GOSFORD BLVD,1,Major,0.9999999999999998
2006-05-27,23,22,ARTECH CRT,GOSFORD BLVD,1,Minor,0.9999999999999998
2006-05-27,23,27,ARTECH CRT,GOSFORD BLVD,1,Minor,0.9999999999999998
2006-05-28,5,22,LAWRENCE AVE E,KENNEDY RD,1,Major,0.9999999999999998
2006-05-28,5,22,LAWRENCE AVE E,KENNEDY RD,1,Major,0.9999999999999998
2006-05-28,5,22,LAWRENCE AVE E,KENNEDY RD,1,Minor,0.9999999999999998
2006-05-29,21,32,LORD SEATON RD,YONGE ST,0,Major,2.2204460492503126e-16
2006-05-29,21,22,LORD SEATON RD,YONGE ST,0,Minimal,2.2204460492503126e-16
2006-05-30,23,27,BAYVIEW AVE,ROSEDALE VALLEY RD,0,Fatal,2.2204460492503126e-16
2006-06-01,12,17,EGLINTON AVE E,MCCOWAN RD,1,Minor,0.9999999999999998
2006-06-01,12,17,EGLINTON AVE E,MCCOWAN RD,1,Minor,0.9999999999999998
2006-06-01,12,17,EGLINTON AVE E,MCCOWAN RD,1,Major,0.9999999999999998
2006-06-01,12,22,EGLINTON AVE E,MCCOWAN RD,1,Major,0.9999999999999998
2006-06-01,12,27,EGLINTON AVE E,MCCOWAN RD,1,None,0.9999999999999998
2006-06-02,7,37,DUNDAS ST E,KINGSTON RD,0,None,2.2204460492503126e-16
2006-06-02,7,52,DUNDAS ST E,KINGSTON RD,0,Fatal,2.2204460492503126e-16
2006-06-03,18,22,WINONA DR,ST CLAIR AVE W,0,None,2.2204460492503126e-16
2006-06-03,18,77,WINONA DR,ST CLAIR AVE W,0,Major,2.2204460492503126e-16
2006-06-04,16,47,CHARTLAND BLVD S,BRIMLEY RD,0,Major,2.2204460492503126e-16
2006-08-07,23,27,BLUE JAYS WAY,KING ST W,0,Major,2.2204460492503126e-16
2006-08-08,10,42,ATHABASKA AVE,YONGE ST,0,None,2.2204460492503126e-16
2006-08-08,10,82,ATHABASKA AVE,YONGE ST,0,Major,2.2204460492503126e-16
2006-08-08,17,47,DON MILLS RD,GATEWAY BLVD,0,Major,2.2204460492503126e-16
2006-08-22,10,12,JAMESON AVE,QUEEN ST W,0,None,2.2204460492503126e-16
2006-08-08,17,47,DON MILLS RD,GATEWAY BLVD,0,Major,2.2204460492503126e-16
2006-08-08,17,37,DON MILLS RD,GATEWAY BLVD,0,Major,2.2204460492503126e-16
2006-08-09,18,37,TRANMER AVE,ORIOLE PKWY,0,None,2.2204460492503126e-16
2006-08-09,18,42,TRANMER AVE,ORIOLE PKWY,0,Major,2.2204460492503126e-16
2006-08-09,21,52,HAMMERSMITH AVE,QUEEN ST E,0,None,2.2204460492503126e-16
2006-08-09,21,37,HAMMERSMITH AVE,QUEEN ST E,0,Major,2.2204460492503126e-16
2006-08-10,18,47,FRESHMEADOW DR,DON MILLS RD,0,None,2.2204460492503126e-16
2006-08-10,18,42,FRESHMEADOW DR,DON MILLS RD,0,Major,2.2204460492503126e-16
2006-08-11,22,7,MCROBERTS AVE,ROGERS RD,0,Major,2.2204460492503126e-16
2006-08-11,22,12,MCROBERTS AVE,ROGERS RD,0,Major,2.2204460492503126e-16
2006-08-11,22,32,MCROBERTS AVE,ROGERS RD,0,Major,2.2204460492503126e-16
2006-08-12,2,22,CHURCH ST,WELLESLEY ST E,0,None,2.2204460492503126e-16
2006-08-12,2,27,CHURCH ST,WELLESLEY ST E,0,Major,2.2204460492503126e-16
2006-08-15,14,22,STEELES AVE E,MARKHAM RD,0,Major,2.2204460492503126e-16
2006-08-15,14,47,STEELES AVE E,MARKHAM RD,0,Minimal,2.2204460492503126e-16
2006-08-15,15,27,SANDHURST CRCL,MCCOWAN RD,0,Major,2.2204460492503126e-16
2006-08-15,15,42,SANDHURST CRCL,MCCOWAN RD,0,None,2.2204460492503126e-16
2006-08-15,15,67,SANDHURST CRCL,MCCOWAN RD,0,None,2.2204460492503126e-16
2006-08-15,15,42,SHERBOURNE ST,QUEEN E ST E,0,None,2.2204460492503126e-16
2006-08-18,16,27,BRIMORTON DR,SCARBOROUGH GOLF CLUB RD,0,None,2.2204460492503126e-16
2006-08-15,15,42,SHERBOURNE ST,QUEEN E ST E,0,Major,2.2204460492503126e-16
2006-08-15,18,27,LING RD,PIPERBROOK CRES,0,None,2.2204460492503126e-16
2006-08-15,18,7,LING RD,PIPERBROOK CRES,0,Major,2.2204460492503126e-16
2006-08-17,17,52,TAPSCOTT RD,STEELES E AVE E,0,Major,2.2204460492503126e-16
2006-08-18,16,67,BRIMORTON DR,SCARBOROUGH GOLF CLUB RD,0,Fatal,2.2204460492503126e-16
2006-08-17,18,42,PARLIAMENT ST,RICHMOND ST E,0,None,2.2204460492503126e-16
2006-08-17,18,62,PARLIAMENT ST,RICHMOND ST E,0,Major,2.2204460492503126e-16
2006-08-17,21,42,SPADINA AVE,QUEEN ST W,0,None,2.2204460492503126e-16
2006-08-17,21,37,SPADINA AVE,QUEEN ST W,0,Major,2.2204460492503126e-16
2006-08-18,16,27,BRIMORTON DR,SCARBOROUGH GOLF CLUB RD,0,None,2.2204460492503126e-16
2006-08-18,16,37,BRIMORTON DR,SCARBOROUGH GOLF CLUB RD,0,None,2.2204460492503126e-16
2006-08-18,16,2,BRIMORTON DR,SCARBOROUGH GOLF CLUB RD,0,None,2.2204460492503126e-16
